prompt,precision at k,mean reciprocal rank,average precision,cumulative gain,normalized discounted cumulative gain
How should a nurse initiate the use of a patient handling device according to the hospital policy,0.8,0.521,1.0,0.36,0.4710351377018044
According to the Holidays and Holiday Pay Policy what is the holiday premium pay for time worked by a NonExempt or Exempt Plus Employee on an Observed Holiday,0.8,0.521,1.0,0.6000000000000001,0.6647673314339981
What are the steps for installing the Liposorber MA03 LDL Adsorption Column,0.6,0.458,0.8,0.2,0.1999050332383666
In cases of suspected child abuse who should the nurses contact according to the hospital policy,0.8,0.521,1.0,0.6799999999999999,0.7473884140550808
What is the title of the document that provides a guide to onboarding nonBCH employed physicians,0.0,0.0,0.0,0.0,0.0
Which types of catheters are included in the category of Dialysis and Apheresis Catheters once converted,0.8,0.521,1.0,1.0,1.0
How are unit and hospital wide guidelines and protocols for patient management utilized evaluated and updated at Childrens Hospital Boston Department of Nursing,0.8,0.521,1.0,1.0,1.0
What are the steps to be followed for preparing the return of blood during the LDL Apheresis procedure as outlined in the document,0.6,0.438,0.8,0.0,0.0
What is the process for obtaining a replacement ID badge if the employees name and ID number is not active or cannot be identified in the system,0.8,0.521,1.0,0.4,0.5052231718898386
What are the steps involved in rinsing and priming the LA15 for LDL Apheresis using Liposorber MA03,0.6,0.458,0.6,0.0,0.0
Where can nurses find the hospital guidance for disclosing adverse events as mentioned in the document,0.8,0.521,0.8,0.24000000000000002,0.23361823361823364
What is the role of a Communications Specialist in relation to the Transport Team and other medical personnel involved in transport,0.8,0.521,1.0,0.6000000000000001,0.7103513770180437
When should the Senior Leadership Communication Center SCLC be notified of a formal HICS activation,0.8,0.521,1.0,1.0,1.0
What are the essential elements for continuous cardiorespiratory monitoring during cardioversion defibrillation and pacing procedures,0.2,0.25,0.4,0.0,0.0
What equipment is typically used for transferring blood from the pump circuit to the cell saver,0.8,0.521,1.0,0.48000000000000004,0.5997150997150997
What are the potential sources of transmission for CRE and how can healthcare workers minimize the risk of spreading the infection to other patients,0.8,0.521,1.0,0.2,0.1999050332383666
Who is responsible for orienting new employees to departmentspecific hazards and ensuring all employees receive safety continuing education on department specific safety concerns,0.8,0.521,1.0,0.52,0.48907882241215583
What is the recommended protocol for treating shock after a successful conversion to a perfusing rhythm following cardioversion or defibrillation,0.6,0.438,0.8,0.0,0.0
Who is responsible for managing the response to a suspicious package or bomb threat at North Dartmouth according to the hospital policy,0.8,0.521,1.0,1.0,1.0
What are some examples of films that must be kept in a more secure location according to the hospital policy,0.8,0.521,1.0,0.52,0.6068376068376069
How do you bleed air from the arterial line during the rinse process and what should you do when the rinse mode is complete,0.4,0.375,0.6,0.0,0.0
Who is authorized to handle the return of controlled substances  a nurse pharmacy technician or intern,0.8,0.521,1.0,0.44,0.556980056980057
Who is the designated Approver for the step described in the Approval Signatures section of the PFS  PCP Discrepancy PolicyProcedure document,0.4,0.312,0.6,0.2,0.1999050332383666
What parameters should be monitored during and after suctioning an artificial airway,0.6,0.458,0.8,0.0,0.0
When is it necessary for the Primary Provider to have a discussion with the patient andor the parentguardian prior to the start of a recommended procedure intervention or treatment,0.8,0.521,1.0,0.48000000000000004,0.5588793922127256
How are events classified and recorded in the Safety Event Reporting System SERS at Boston Childrens Hospital,0.8,0.521,1.0,0.6799999999999999,0.6932573599240266
What are the key steps for verifying the prescribers order for enteral feeding schedule type volume and duration,0.8,0.521,1.0,0.0,0.0
What procedures and services are performed in CAIR during outpatient visits,0.8,0.521,1.0,0.6000000000000001,0.698005698005698
When should direct communication between the attending medical staff member and consultant be initiated for a patient with critical issues,0.8,0.521,1.0,0.36,0.4710351377018044
What are the potential reasons for discharging a patient from the specialty pharmacy,0.8,0.521,1.0,0.36,0.4710351377018044
How should nurses document specific Safe Lifting Transferring and Moving Patients and Equipment information according to the Patient Care Manual,0.8,0.521,1.0,0.44,0.5341880341880342
How should Occupational Health serve as a resource for questions related to Standard Precautions as outlined in the hospital policy,0.8,0.521,1.0,0.56,0.6495726495726496
What are the recommended administration methods for enteral feedings by gravity,0.8,0.521,1.0,0.8400000000000001,0.8950617283950618
Who is the NPCO Signatory 2 and what is their role in the approval process for enteral feeding during red blood cell transfusion,0.8,0.521,1.0,0.2,0.1999050332383666
How does the hospitals policy recommend handling the draft investigation report and what input is requested from the Respondent and Complainant,0.8,0.521,1.0,0.64,0.6500474833808167
How should the nurse assess the functional mobility of a patient to determine the most appropriate method of mobilization,0.8,0.521,1.0,0.4,0.4387464387464388
What certifications and licenses are required for all RNs working in the Gastroenterology Procedure Unit,0.6,0.396,0.8,0.44,0.5479582146248814
What action is requested in the text related to the attached file,0.4,0.375,0.6,0.0,0.0
What practice parameters do splitnight studies follow according to the AASM,0.6,0.396,0.8,0.44,0.5479582146248814
What are the specific requirements for the sterile nitrile gloves used during the compounding of hazardous drugs as per the hospital policy,0.8,0.521,1.0,0.76,0.815289648622982
What are the different concentrations and volumes of Fentanyl and Midazolam infusions listed in the document,0.6,0.271,0.8,0.36,0.4710351377018044
What should be done if a patient has a Sepsis Trigger Tool score of 4 or higher,0.6,0.438,0.8,0.4,0.4387464387464388
What is the time frame for giving a fluid bolus to a patient if needed as per hospital policy for sepsis management,0.8,0.521,1.0,0.4,0.5142450142450143
What are the annual requirements for staff members in terms of hospital competencies and selfevaluation,0.8,0.521,1.0,0.48000000000000004,0.5113960113960114
When should a patient with a new murmur be referred to cardiology for further evaluation,0.8,0.521,1.0,0.4,0.5142450142450143
What are the requirements for an advance practice provider APP to provide overnight medical care for Pediatric Hematopoietic Stem Cell Transplant HSCT patients,0.8,0.521,1.0,0.48000000000000004,0.5906932573599241
When should the Medical Control Physician be contacted according to the clinical protocol,0.8,0.521,1.0,0.64,0.7103513770180437
Who is responsible for notifying all departments and the Satellite AOC when there is an All Clear at North Dartmouth,0.8,0.521,1.0,1.0,1.0
Which types of catheters are included in the category of Dialysis Catheters and Apheresis Catheters once converted,0.8,0.521,1.0,1.0,1.0
Who is responsible for gathering surgical supplies if a surgeon will be participating in the Mobile ECMO transport,0.8,0.521,1.0,0.4,0.48005698005698005
What licenses and certifications are required for an Advanced Practice Registered Nurse APRN in Massachusetts,0.8,0.521,1.0,0.56,0.6761633428300096
Who is included in the scope of personnel involved in the post anesthesia care unit at all BCH sites,0.8,0.521,1.0,0.36,0.4211775878442545
How is the primary reviewer of an unanticipated event expected to present the event and provide comments during the convened IRB meeting,0.8,0.521,1.0,0.4,0.45489078822412166
What steps should be taken before initiating LDL Apheresis treatment using the LIPOSORBERu00ae LA15 System,0.4,0.208,0.6,0.4,0.5142450142450143
What should a nurse do if it is not clear whether a cognitively limited adult patient has sufficient understanding of a procedure to provide informed consent,0.8,0.521,1.0,0.52,0.52659069325736
What is the total fulltime equivalent FTE for psychology interns in the staffing plan,0.6,0.458,0.8,0.28,0.31054131054131057
What is the required action for investigators before their protocols are placed on the IRB meeting agenda,0.8,0.521,1.0,0.6799999999999999,0.7659069325735993
According to the hospital policy what is the time limitation for dismissing an Allegation of Research Misconduct,0.6,0.438,0.8,0.56,0.6761633428300096
How should nurses document the patients weight allergies time dose delivery system and assessments during the medication administration process,0.8,0.521,1.0,0.8800000000000001,0.9211775878442546
What is the recommended procedure for attaching the mask to the 22mm adapter when using the MetaNeb system as per the instructions on page 18 of the User Manual,0.8,0.521,1.0,0.36,0.4710351377018044
What are examples of clinical treatments and procedures that require a written consent form according to the hospital policy,0.8,0.521,1.0,0.44,0.54320987654321
When should gravity feedings be administered and what equipment should be available at the patient bedside at all times,0.6,0.458,0.8,0.44,0.472934472934473
What is the process for accessing the intraoperative report containing information about who was in the room during a procedure intervention or treatment,0.8,0.521,1.0,0.0,0.0
What considerations should be made for trach and ventdependent patients in terms of postoperative planning,0.8,0.521,1.0,0.4,0.48907882241215583
When are transport nurse specialists and transport paramedics authorized to perform transcutaneous pacing on patients,0.8,0.521,1.0,1.0,1.0
According to the Pennsylvania Patient Safety Advisory what measures are recommended for preventing the retention of foreign objects during interventional radiology procedures,0.8,0.521,1.0,0.2,0.1999050332383666
What steps should be taken to ensure all paste residue is removed from the patients skin after removing the electrodes,0.8,0.521,1.0,0.8400000000000001,0.8950617283950618
What signs or symptoms should prompt a surgeon to consider a deep incisional SSI in a patient with a spinal fusion implant in place,0.8,0.521,1.0,0.52,0.6424501424501425
What are the criteria for reporting an event through the hospitals internal webbased Safety Event Reports System SERS and how should adverse drug events be reported,0.8,0.521,1.0,0.64,0.7317188983855651
According to the Patient Care Manual what are the guidelines for patient assessment documentation,0.8,0.521,1.0,0.6799999999999999,0.778252611585945
What is the primary responsibility of the Institutional Review Board IRB at Boston Childrens Hospital and what does the IRB review research protocols for,0.8,0.521,1.0,0.44,0.556980056980057
What is the main focus of the guideline statements provided in the document regarding trach and trachventdependent patients,0.6,0.458,0.8,0.6000000000000001,0.7103513770180437
How does the hospital aim to continuously improve care delivery and patient outcomes and what specific focus areas are emphasized,0.8,0.521,1.0,0.76,0.8333333333333335
What are the responsibilities of CH EmployeesStaff regarding Standard Precautions according to the hospital policy,0.8,0.521,1.0,0.52,0.6424501424501425
When should 12micron filters and tubing be changed and under what circumstances should the change frequency be adjusted,0.6,0.458,0.8,0.36,0.4710351377018044
When should the attending medical staff member request additional consultation from the same consultant or another service,0.8,0.521,1.0,0.4,0.3998100664767332
How should the huddle in sepsis trigger tool be documented and what information should be included in the documentation,0.8,0.521,1.0,0.4,0.5142450142450143
What is the header of the document Admission,0.4,0.333,0.6,0.0,0.0
What are the target ranges for pH PCO2 PO2 HCO3 K Na and Ionized Ca in the Circuit Panel lab results before patient interaction,0.8,0.521,1.0,0.0,0.0
What is the date of required departmental reviewapproval for the document,0.8,0.521,1.0,0.2,0.1999050332383666
How do you calculate the plasma volume for FSGS patients in order to determine the amount to be treated during LDL Apheresis treatment,0.8,0.521,1.0,0.36,0.4710351377018044
How should a nurse document the time and date of hearing screening on the Vital Signs Flow Electronic Documentation Sheet,0.8,0.521,1.0,0.48000000000000004,0.5607787274453941
What is the concentration of the Morphine Neonatal Liq in milligrams per milliliter,0.4,0.146,0.6,0.0,0.0
What is the date of publication for the Hazardous Drug PPE for Sterile Compounding  SOP document,0.6,0.396,0.8,0.2,0.1999050332383666
What are the key components required to be discussed with the patient andor parentguardian before obtaining informed consent at Boston Childrens Hospital,0.8,0.521,1.0,0.4,0.5142450142450143
What is the purpose of a tilt table test and what does it involve,0.6,0.396,0.8,0.36,0.4710351377018044
What type of dressing is recommended for postpyloric feeding tube insertion,0.8,0.521,1.0,0.2,0.1999050332383666
What information should be documented in the Respiratory ROS section of the PAEF for ventdependent patients during preoperative planning,0.8,0.521,1.0,0.32,0.40360873694207033
What is the specified header under which the procedures for handling original films are outlined in the hospitals policy document,0.4,0.146,0.6,0.0,0.0
What is the purpose of a sepsis huddle and when should it be initiated according to the hospital policy,0.8,0.521,0.8,0.36,0.37132003798670465
What are the components and concentrations of Epidural 2 solution,0.6,0.396,0.8,0.2,0.1999050332383666
How should a nurse prime the filter to remove air and what should they do if they notice air bubbles in the filter and tubing,0.8,0.521,1.0,0.56,0.6761633428300096
What specific certifications and qualifications are required for MDsDOs in the Department of Psychiatry  Behavioral Health Services according to the document,0.8,0.521,1.0,0.24000000000000002,0.2426400759734093
How are staffing plans developed at the hospital based on the American Nurses Association principles of Nurse Staffing and what factors do these principles address,0.8,0.521,1.0,0.6000000000000001,0.6832858499525167
What is the process for deactivating an incident at North Dartmouth according to the hospital policy,0.8,0.521,1.0,0.8800000000000001,0.9211775878442546
What equipment is required for noninvasive blood pressure monitoring during cardioversion defibrillation and pacing procedures,0.6,0.438,0.8,0.0,0.0
What are the professional requirements for maintaining active registration and licensure status as a dietitian in Clinical Nutrition,0.8,0.521,1.0,0.4,0.5142450142450143
Who is responsible for cosigning the order for Ondansetron administration at triage as per the hospital policy,0.4,0.375,0.4,0.2,0.1999050332383666
What specific topic should be discussed regarding the antibiotic plan during the huddle,0.4,0.333,0.6,0.36,0.4710351377018044
How often is the program for annual education around signs and symptoms of TB provided to all staff,0.8,0.521,1.0,0.36,0.40360873694207033
What are the potential risks associated with transfusing red blood cells with high potassium levels and how can these risks be minimized,0.8,0.521,1.0,0.36,0.4710351377018044
What are some of the underlying diagnoses represented in the patient population served by the Center for Advanced Intestinal Rehabilitation CAIR,0.4,0.333,0.6,0.36,0.4710351377018044
What are the steps to take if there is no response within 15 minutes during a Sepsis Huddle,0.8,0.521,1.0,0.52,0.6424501424501425
How does Boston Childrens Hospital encourage the identification and reporting of adverse events by its staff,0.8,0.521,1.0,0.32,0.34425451092117765
How does the hospital handle patient safety events and complaints and what reporting systems are in place for these incidents,0.8,0.521,1.0,0.48000000000000004,0.5997150997150997
What are some examples of patient conditions that would necessitate the use of a postpyloric feeding tube according to the hospital policy,0.8,0.521,1.0,0.56,0.6362773029439697
What is the date of approval for the step described in the Approval Signatures section of the PFS  PCP Discrepancy PolicyProcedure document,0.6,0.396,0.8,0.2,0.1999050332383666
What documentation is required from the HSCT intake attending regarding the recipients performance status and remission status in the EMR prior to receiving donor lymphocyte infusion,0.8,0.521,1.0,0.2,0.1999050332383666
Which configurations are available for endotracheal tubes and tracheostomy tubes with sizes 8 10 12 and 14 Fr,0.6,0.396,0.8,0.0,0.0
What are the key components of the care coordination process for a patient with a polyester allergy,0.8,0.521,1.0,0.4,0.5142450142450143
Where can the nurses find the guideline statements for the ERAS protocol in the document,0.6,0.458,0.8,0.0,0.0
What are some examples of minimally invasive electrophysiology EP studies that nurses in the Cardiovascular Program may provide care for,0.8,0.521,1.0,0.36,0.4710351377018044
According to the hospital policy how soon must employees notify their supervisor and Occupational Health Service after being involved in a workrelated accident,0.8,0.521,1.0,0.56,0.6761633428300096
What are the considerations for documenting adequate sleep before conducting the Maintenance of Wakefulness Test MWT,0.8,0.521,1.0,0.56,0.6761633428300096
Who approved the publication of the NPCO in the document Pharmacy  Therapeutics Committee Charterpdf and what was the date of approval,0.6,0.458,0.8,0.2,0.1999050332383666
What is the document filename for the policy on LDL Apheresis Using Liposorber MA03,0.4,0.375,0.6,0.0,0.0
What are the vital signs that should be monitored noninvasively during cardioversion defibrillation and pacing procedures,0.6,0.438,0.8,0.0,0.0
What is the title of the attached file related to nonsterile compounding,0.6,0.271,0.8,0.0,0.0
In the context of allogeneic recipients what are the specific requirements for Human Leukocyte Antigen HLA typings as outlined in the hospital policy,0.8,0.521,1.0,0.52,0.6424501424501425
What is the title of the document and who are the parties involved in the Service Level Agreement SLA,0.4,0.333,0.6,0.0,0.0
What is the recommended technique for circuit priming preparation,0.8,0.521,0.8,0.72,0.7663817663817665
What are the potential causes of a water supply problem in the North Dartmouth area according to the hospitals response plan,0.8,0.521,1.0,0.56,0.6310541310541311
What are the nursing standards and guidelines for patient documentation as outlined in the hospital policies,0.8,0.521,1.0,1.0,1.0
What is the purpose of the document 21 Controlled Substpdf in relation to the pharmacy,0.6,0.438,0.8,0.0,0.0
What equipment should be included in the emergency cart for the care of these patients,0.8,0.521,1.0,0.24000000000000002,0.2678062678062678
According to the hospital policy what are some examples of procedures or treatments that do NOT require a consent form,0.8,0.521,1.0,0.36,0.4710351377018044
How should a provider amend a signed informed consent document in the patients medical record,0.8,0.521,1.0,0.72,0.7996201329534663
What are the discharge guidelines for ambulatory surgery patients who have received sedation in the CPU,0.8,0.521,1.0,0.44,0.54320987654321
Why is it important for a Communications Specialist to maintain continuity and accuracy in dispatching transport calls,0.8,0.521,1.0,0.32,0.3784425451092118
What is the hospital doing to support research education and training for all clinical staff and how can new nurses get involved in these opportunities,0.8,0.521,1.0,0.2,0.1999050332383666
What steps should be followed to look up authorized study providers in the hospitals protocol,0.8,0.521,0.8,0.8800000000000001,0.9211775878442546
According to the hospital policies what are the recommended strategies for preventing central Lineu2013Associated bloodstream infections in acute care hospitals as of 2014,0.8,0.521,1.0,0.2,0.1999050332383666
What is the meaning of PPE when it comes to sterile compounding,0.8,0.521,1.0,0.32,0.40360873694207033
What special considerations should be taken for trach and trachventdependent patients perioperatively,0.6,0.458,0.8,0.36,0.4211775878442545
What are the responsibilities of the RIO and RCO during the Preliminary Assessment of an Allegation of Research Misconduct,0.6,0.458,0.8,0.6000000000000001,0.7103513770180437
What are the responsibilities of the Primary Provider when signing the consent form for a planned procedure intervention or treatment,0.8,0.521,1.0,0.6000000000000001,0.7056030389363723
What are the potential negative outcomes associated with excess free iron in bank blood and how can ultrafiltration be used to correct this issue before transfusion,0.8,0.521,1.0,0.56,0.6761633428300096
Why is it important to verify termination of a pregnancy before proceeding with a planned procedure for a patient who has recently terminated a pregnancy,0.8,0.521,1.0,0.32,0.3784425451092118
What is the protocol for the Primary Provider if something unexpected occurs during a procedure intervention or treatment,0.8,0.521,1.0,0.36,0.4710351377018044
When is direct notification made to the President  CEO for activations with time sensitivelife safety concerns,0.8,0.521,1.0,0.36,0.3736942070275404
What items must be accounted for and documented during interventional radiology procedures,0.6,0.458,0.8,0.44,0.3912630579297246
In the context of Focal Segmental Glomerulosclerosis FSGS what are the conditions under which standard treatment options are considered unsuccessful or not well tolerated for the patient,0.8,0.521,1.0,0.0,0.0
According to the hospitals Standard Precautions policy what are the primary strategies for preventing and controlling healthcareassociated infections,0.8,0.521,1.0,0.6799999999999999,0.778252611585945
What criteria must a patient meet in order to be transferred from the PACU to an inpatient unit as outlined in the hospital policies,0.8,0.521,1.0,0.56,0.6714150047483382
How often should a consent be reviewed and updated for outpatient services and under what circumstances would a new consent be required for recurrent treatments and procedures,0.8,0.521,1.0,0.4,0.5142450142450143
What is the process for handling a transport request in terms of communication responsibilities for the Communications Specialist,0.8,0.521,1.0,0.8400000000000001,0.8950617283950618
What is the recommended frequency for assessing the patients original condition mentioned in the document,0.6,0.458,0.8,0.52,0.6424501424501425
What are the process steps for preop labs in the Renal Biopsy procedure,0.8,0.521,1.0,0.36,0.4710351377018044
What program completion is necessary for a nurse to become a GI Associate according to the hospital policy,0.8,0.521,1.0,0.2,0.1999050332383666
How is heparinized plasmalyte added to the heparinized blood bag in the process described,0.8,0.521,1.0,0.0,0.0
What form should be used to document all kit and lot numbers used in LDL Apheresis treatment,0.4,0.312,0.6,0.24000000000000002,0.2678062678062678
When should the specialty of a consultant contacted to evaluate a patient be documented in the patients medical record,0.8,0.521,1.0,0.6000000000000001,0.7056030389363723
What aspects of the patients condition and response to enteral alimentation therapy should be included in the Electronic Documentation Progress Notes,0.8,0.521,1.0,0.8400000000000001,0.8831908831908833
How are patient placement decisions made on 10 Northwest unit and what specific patient populations are cared for under specific protocols,0.8,0.521,1.0,0.28,0.31054131054131057
What are the responsibilities of the nurse if an infant does not pass the hearing test prior to discharge according to the hospital policy,0.8,0.521,1.0,0.72,0.7905982905982907
What processes does Boston Childrens Specialty Pharmacy have in place to collect data on patient access to services,0.8,0.521,1.0,0.76,0.8333333333333335
When does the Investigation timeline officially begin according to the hospital policy on research misconduct,0.8,0.521,1.0,0.2,0.1999050332383666
What are the definitions of fabrication falsification and plagiarism in the context of research misconduct,0.6,0.458,0.8,0.32,0.40360873694207033
How should nurses handle the related content processes when encountering them during their shift,0.2,0.25,0.4,0.0,0.0
What is the time frame for subsequent continuing reviews as determined by the IRB and what factors can influence this time frame,0.8,0.521,1.0,0.52,0.6286799620132955
How often should vital signs be monitored for loss of capture during transport post cardioversion or defibrillation and what should be included in each set of vital signs documentation,0.8,0.521,1.0,0.64,0.7317188983855651
What tasks are the helper responsible for during the admission process in the PACU,0.8,0.521,1.0,0.48000000000000004,0.5745489078822413
How does the MetaNeb System help in preventing or resolving patchy atelectasis,0.0,0.0,0.0,0.52,0.6424501424501425
What action does the text instruct the reader to take in relation to the attached file,0.6,0.438,0.8,0.0,0.0
In the event of a bomb threat or suspicious package who needs to confirm that the incident has passed before deactivation can be made,0.8,0.521,1.0,1.0,1.0
What specific items will be ordered for a patient with a polyester allergy to ensure their comfort and safety during their stay,0.8,0.521,1.0,0.36,0.4710351377018044
What specific information is included in the peritoneal dialysis daily orders CAPD Manual document,0.8,0.521,1.0,0.6799999999999999,0.778252611585945
What is the role of ECMO in the MSICU Clinical Practice Guideline,0.6,0.458,0.8,0.72,0.8072174738841406
What special needs do patients with an allergy to polyester have when it comes to bed linen and clothing,0.4,0.375,0.6,0.4,0.5142450142450143
What are the necessary equipment components for using the MetaNeb Controller with a ventilator inline,0.6,0.396,0.8,0.0,0.0
